,DBA,PHONE,Unnamed: 0,google_categories,google_price_level,google_rating,loc,yelp_categories,yelp_rating,yelp_review_count
1321,B FLAT,2122192970,,,1.0,4.4,"277 CHURCH STREET, MANHATTAN, NY, 10013 US",,,
1322,B SQUARED NYC,6463623171,,,,4.5,"679 9 AVENUE, MANHATTAN, NY, 10036 US",,,
1323,B&W DELI GROCERY,9173882601,,,,4.6,"373 west 34th st, MANHATTAN, NY, 10001 US",,,
1324,B'KLYN'S PIZZA JOINT,7188371084,,,2.0,4.4,"1406 86 STREET, BROOKLYN, NY, 11228 US",,,
1325,B-HIVE LOUNGE,7186222226,,,,3.7,"990 ATLANTIC AVENUE, BROOKLYN, NY, 11238 US",,,
1326,B-SIDE,2124754600,,,,4.3,"204 AVENUE B, MANHATTAN, NY, 10009 US",,,
1327,B.A.M. CAFE/GREAT PERFORMANCES,7186237811,,,2.0,4.6,"30 LAFAYETTE AVENUE, BROOKLYN, NY, 11217 US",,,
1328,B.B'S PUB AND GRILL,7189616161,,,,4.2,"17157 46TH AVE, QUEENS, NY, 11358 US",,,
1329,B.B. KINGS,2129974144,,,,,"243 WEST   42 STREET, MANHATTAN, NY, 10036 US",,,
1330,B.F. NATIONAL BAKERY,7182313029,,,,4.1,"3492 JEROME AVENUE, BRONX, NY, 10467 US",,,
1331,B.GOOD,7185224663,,,,4.1,"141 MONTAGUE ST, BROOKLYN, NY, 11201 US",,,
1332,B.Q.E. CAFE BILLIARDS,7187794348,,,2.0,4.0,"7002 34 AVENUE, QUEENS, NY, 11372 US",,,
1333,B66 CLUB,7183310074,,,,3.9,"6612 NEW UTRECHT AVE, BROOKLYN, NY, 11219 US",,,
1334,BA CORNER DELI,7189441481,,,,3.7,"280 E 204TH ST, BRONX, NY, 10467 US",,,
1335,BA XUYEN,7186336601,,,,,"4222 8 AVENUE, BROOKLYN, NY, 11232 US",,,
1336,BAAL CAFE AND FALAFEL,9176099779,,,1.0,4.8,"71 SULLIVAN ST, MANHATTAN, NY, 10012 US",,,
1337,BAB ALHARA,7187454440,,,2.0,4.7,"376 86 STREET, BROOKLYN, NY, 11209 US",,,
1338,BABA COOL,3476892344,,,,4.2,"64 LAFAYETTE AVE, BROOKLYN, NY, 11217 US",,,
1339,BABA'S PIEROGIES,7182220777,,,1.0,4.7,"295 3RD AVE, BROOKLYN, NY, 11215 US",,,
1340,BABAGHANOUSH,2125712020,,,,,"165 CHURCH STREET, MANHATTAN, NY, 10007 US",,,
1341,BABBALUCCI'S,6469186578,,,,,"331 LENOX AVE, MANHATTAN, NY, 10027 US",,,
1342,BABBO RISTORANTE E ENOTECA,2127770303,,,4.0,4.2,"110 WAVERLY PLACE, MANHATTAN, NY, 10011 US",,,
1343,BABEL,2125053468,,,,3.1,"131 AVENUE C, MANHATTAN, NY, 10009 US",,,
1344,BABU GRILL,7184353549,,,,4.9,"964 CONEY ISLAND  AVENUE, BROOKLYN, NY, 11230 US",,,
1345,BABU JI,2129511082,,,2.0,4.2,"175 AVENUE B, MANHATTAN, NY, 10009 US",,,
1346,BABY BO'S CANTINA,2127792656,,,2.0,4.2,"627 2 AVENUE, MANHATTAN, NY, 10016 US",,,
1347,BABY BRASA,9173748085,,,1.0,4.2,"129 ALLEN ST, MANHATTAN, NY, 10002 US",,,
1348,BABY GRAND,2122198110,,,,4.0,"161 LAFAYETTE STREET, MANHATTAN, NY, 10013 US",,,
1349,BABY JANE,9174971472,,,,3.8,"899 FULTON ST, BROOKLYN, NY, 11238 US",,,
1350,BABY OLIVE,7182342229,,,1.0,4.5,"1402 86 STREET, BROOKLYN, NY, 11228 US",,,
1351,BABY'S ALL RIGHT,7185995800,,,,4.3,"146 BROADWAY, BROOKLYN, NY, 11211 US",,,
1352,BABYLON,2129330912,,,,3.4,"208 EAST   34 STREET, MANHATTAN, NY, 10016 US",,,
1353,BACARO,2129415060,,,3.0,4.3,"136 DIVISION STREET, MANHATTAN, NY, 10002 US",,,
1354,BACCARAT CLUB,7182153335,,,,,"11000 ROCKAWAY BOULEVARD, QUEENS, NY, 11420 US",,,
1355,BACCHUS,7188521572,,,,,"409411 ATLANTIC AVENUE, BROOKLYN, NY, 11217 US",,,
1356,BACCO,9173374300,,,,3.4,"3524 JOHNSON AVE, BRONX, NY, 10463 US",,,
1357,BACHUE,7187797975,,,,4.3,"8602 37TH AVE, QUEENS, NY, 11372 US",,,
1358,BACI & ABBRACCI,7185996599,,,2.0,4.0,"204 GRAND STREET, BROOKLYN, NY, 11211 US",,,
1359,BACI E VENDETTA,9179693448,,,2.0,4.9,"131 AVENUE A, MANHATTAN, NY, 10009 US",,,
1360,BACK HOME BAKERY,7182873031,,,,3.4,"936 BROOKLYN AVENUE, BROOKLYN, NY, 11203 US",,,
1361,BACK TO JOHN'S  DELI,7187227547,,,,5.0,"423 3  AVE, BROOKLYN, NY, 11215 US",,,
1362,BAD BOYS PIZZA,7182664848,,,1.0,4.4,"2313 86 STREET, BROOKLYN, NY, 11214 US",,,
1363,BADA STORY,7183219555,,,,4.4,"16123 CROCHERON AVENUE, QUEENS, NY, 11358 US",,,
1364,BADSHAH RESTAURANT,3475619529,,,,4.6,"13110 ROCKAWAY BLVD, QUEENS, NY, 11420 US",,,
1365,BAEKJEONG,2129669839,,,3.0,4.3,"319 5TH AVE, MANHATTAN, NY, 10016 US",,,
1366,BAGATELLE,2124882110,,,3.0,4.3,"1 LITTLE WEST 12 STREET, MANHATTAN, NY, 10014 US",,,
1367,BAGEL BAZAAR,7189967440,,,,4.5,"2208 86 STREET, BROOKLYN, NY, 11214 US",,,
1368,BAGEL BELLY,2123532299,,,,3.4,"114 3RD AVE, MANHATTAN, NY, 10003 US",,,
1369,BAGEL BIN,7184416669,,,,3.9,"8610 JAMAICA AVENUE, QUEENS, NY, 11421 US",,,
1370,BAGEL BOB,7182524800,,,,3.1,"2114 FLATBUSH AVE, BROOKLYN, NY, 11234 US",,,
1371,BAGEL BOB'S,2125332627,,,1.0,4.1,"51 UNIVERSITY PLACE, MANHATTAN, NY, 10003 US",,,
1372,BAGEL BOBS ON YORK,2125353838,,,,3.7,"1641 YORK AVE, MANHATTAN, NY, 10028 US",,,
1373,BAGEL BOSS,2123889292,,,2.0,3.9,"263 1 AVENUE, MANHATTAN, NY, 10003 US",,,
1374,BAGEL CAFE,7183209011,,,,,"2214 BARTOW AVE, BRONX, NY, 10475 US",,,
1375,BAGEL CHIEF,7189464649,,,,4.7,"2169 BATH AVE, BROOKLYN, NY, 11214 US",,,
1376,BAGEL CLUB,7183524948,,,,3.5,"20814 CROSS ISLAND PARKWAY, QUEENS, NY, 11360 US",,,
1377,BAGEL CORNER,7185499709,,,,3.3,"581 WEST  235 STREET, BRONX, NY, 10463 US",,,
1378,BAGEL DEPOT,7189488755,,,,4.4,"3854 RICHMOND AVENUE, STATEN ISLAND, NY, 10312 US",,,
1379,BAGEL EXPRESS,2122868887,,,1.0,4.0,"347 LEXINGTON AVENUE, MANHATTAN, NY, 10016 US",,,
1380,BAGEL EXPRESS III,2122134700,,,2.0,2.9,"340 3 AVENUE, MANHATTAN, NY, 10010 US",,,
1381,BAGEL EXPRESS11,2128793960,,,2.0,1.7,"1228 2ND AVE, MANHATTAN, NY, 10065 US",,,
1382,BAGEL FACTORY,7187680461,,,1.0,4.1,"612 5 AVENUE, BROOKLYN, NY, 11215 US",,,
1383,BAGEL HOUSE,7182270503,,,1.0,3.8,"4651 HYLAN BLVD, STATEN ISLAND, NY, 10312 US",,,
1384,BAGEL MARKET,7182304700,,,1.0,3.9,"106 7TH AVE, BROOKLYN, NY, 11215 US",,,
1385,BAGEL MAVEN CAFE,2125649111,,,2.0,3.6,"370 7 AVENUE, MANHATTAN, NY, 10001 US",,,
1386,BAGEL MILL,2124260868,,,2.0,4.1,"1700 1ST AVE, MANHATTAN, NY, 10128 US",,,
1387,BAGEL ROAD,7186761471,,,,3.0,"1424 SHEEPSHEAD BAY RD, BROOKLYN, NY, 11235 US",,,
1388,BAGEL SHOPPE,7184236692,,,,4.4,"21503 73 AVENUE, QUEENS, NY, 11364 US",,,
1389,BAGEL TALK,2128751267,,,,3.7,"368 AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
1390,BAGEL TIME,7187460686,,,,5.0,"15051A 14TH AVE, QUEENS, NY, 11357 US",,,
1391,BAGEL TREE,6465598912,,,,,"245 E 124TH ST, MANHATTAN, NY, 10035 US",,,
1392,BAGEL VILLA,7187451175,,,,3.9,"7221 5 AVENUE, BROOKLYN, NY, 11209 US",,,
1393,BAGEL WORKS,2127446444,,,,,"1229 FIRST AVENUE, MANHATTAN, NY, 10065 US",,,
1394,BAGEL WORLD,7184991143,,,1.0,4.5,"339 5 AVENUE, BROOKLYN, NY, 11215 US",,,
1395,BAGELBERRY,7189321425,,,,4.6,"3113 30 AVENUE, QUEENS, NY, 11102 US",,,
1396,BAGELETTE,7184590204,,,,4.6,"9742 63 ROAD, QUEENS, NY, 11374 US",,,
1397,BAGELICIOUS,7184593596,,,,3.2,"6401 108 STREET, QUEENS, NY, 11375 US",,,
1398,BAGELS & BIALYS,7186279868,,,,4.3,"1203 QUENTIN RD, BROOKLYN, NY, 11229 US",,,
1399,BAGELS & BREW,7185454440,,,1.0,4.0,"4305 BROADWAY, QUEENS, NY, 11103 US",,,
1400,BAGELS & CO,7182177755,,,1.0,4.5,"18802 UNION TURNPIKE, QUEENS, NY, 11366 US",,,
1401,BAGELS & COMPANY,2124969400,,,1.0,4.2,"172 W 79TH ST, MANHATTAN, NY, 10024 US",,,
1402,BAGELS & CREAM CAFE,7189692640,,,,3.5,"8002 SURREY PLACE, QUEENS, NY, 11432 US",,,
1403,BAGELS & WRAPS,7187681052,,,1.0,4.2,"523 5 AVENUE, BROOKLYN, NY, 11215 US",,,
1404,BAGELS 'N MORE,7188534450,,,,4.7,"4305 14 AVENUE, BROOKLYN, NY, 11219 US",,,
1405,BAGELS AND MORE,2123484395,,,2.0,3.9,"1585 3RD AVE, MANHATTAN, NY, 10128 US",,,
1406,BAGELS AND SCHMEAR,2127257873,,,,4.4,"114 E 28TH ST, MANHATTAN, NY, 10016 US",,,
1407,BAGELS CAFE/GOWANUS YACHT CLUB,7182461321,,,1.0,4.4,"323 SMITH STREET, BROOKLYN, NY, 11231 US",,,
1408,BAGELS DELI,7185913615,,,,3.8,"7039 PARSONS BOULEVARD, QUEENS, NY, 11365 US",,,
1409,BAGELS FOR YOU,7187939200,,,,3.8,"11329 QUEENS BOULEVARD, QUEENS, NY, 11375 US",,,
1410,BAGELS N BUNS,7187611900,,,,4.3,"2491 VICTORY BOULEVARD, STATEN ISLAND, NY, 10314 US",,,
1411,BAGELS N GREENS,7182566656,,,,3.7,"1379 CONEY ISLAND AVE, BROOKLYN, NY, 11230 US",,,
1412,BAGELS ON BARTOW,7186715696,,,,4.6,"2033 BARTOW AVE, BRONX, NY, 10475 US",,,
1413,BAGELS ON THE LANE,7186674114,,,,4.3,"166 NEW DORP LANE, STATEN ISLAND, NY, 10306 US",,,
1414,BAGELS PLUS,7186397784,,,,,"5722 WOODSIDE AVENUE, QUEENS, NY, 11377 US",,,
1415,BAGELSMITH,3472940046,,,1.0,3.9,"566 LORIMER STREET, BROOKLYN, NY, 11211 US",,,
1416,BAGLES ON THE AVE,7187210600,,,,4.1,"3315 30TH AVE, QUEENS, NY, 11103 US",,,
1417,BAGUETTE EXPRESS,7188727222,,,,4.8,"1013 E 14TH ST, BROOKLYN, NY, 11230 US",,,
1418,BAHAR MASALA,7184348088,,,2.0,4.0,"984 CONEY ISLAND AVENUE, BROOKLYN, NY, 11230 US",,,
1419,BAHARI ESTIATORIO,7182048968,,,2.0,4.4,"3114 BROADWAY, QUEENS, NY, 11106 US",,,
1420,BAHARY FISH MARKET,6465412151,,,,1.0,"484 BAY RIDGE AVENUE, BROOKLYN, NY, 11220 US",,,
1421,BAHIA RESTAURANT & CAFE,7182189592,,,1.0,4.2,"690 GRAND STREET, BROOKLYN, NY, 11211 US",,,
1422,BAI DAR CAFE,9176851431,,,,4.3,"6810 3RD AVE, BROOKLYN, NY, 11220 US",,,
1423,BAI LI CHINESE RESTAURANT,7182875599,,,,3.2,"2728 CHURCH AVENUE, BROOKLYN, NY, 11226 US",,,
1424,BAI SUSHI,7189567445,,,2.0,4.1,"3703 BROADWAY, QUEENS, NY, 11103 US",,,
1425,BAIA,3475174950,,,,,"8402 3RD AVE, BROOKLYN, NY, 11209 US",,,
1426,BAILEY SEAFOOD MARKET & RESTAURANT,3479646295,,,,1.3,"146 W 231ST ST, BRONX, NY, 10463 US",,,
1427,BAILEY'S CORNER PUB,2126501341,,,,4.4,"1607 YORK AVENUE, MANHATTAN, NY, 10028 US",,,
1428,BAINBRIDGE BAKERY,7188824409,,,,4.0,"3109 BAINBRIDGE AVE, BRONX, NY, 10467 US",,,
1429,BAIRES BAKERY,7186724046,,,,3.5,"9009 ROOSEVELT AVENUE, QUEENS, NY, 11372 US",,,
1430,BAIS ROCHEL,7189359617,,,,5.0,"125 HEYWARD STREET, BROOKLYN, NY, 11206 US",,,
1431,BAIT & HOOK,2122608015,,,2.0,3.8,"231 2 AVENUE, MANHATTAN, NY, 10003 US",,,
1432,BAJAN CAFE,7189167297,,,,3.7,"456 SCHNECTADY AVENUE, BROOKLYN, NY, 11203 US",,,
1433,BAKARE RESTAURANT,6469524148,,,,3.6,"524 W 207TH ST, MANHATTAN, NY, 10034 US",,,
1434,BAKE & THINGS RESTAURANT,7184841080,,,1.0,3.8,"1489 FLATBUSH AVENUE, BROOKLYN, NY, 11210 US",,,
1435,BAKE AND THINGS RESTAURANT,7188261807,,,,4.2,"184 EAST   35 STREET, BROOKLYN, NY, 11203 US",,,
1436,BAKE RIDGE BAGEL,7186806353,,,,,"94179419 3 AVENUE, BROOKLYN, NY, 11209 US",,,
1437,BAKED,2127750345,,,1.0,4.3,"279 CHURCH ST, MANHATTAN, NY, 10013 US",,,
1438,"BAKED BY MELISSA, LLC",2128420220,,,,,"NKA JFK INTERNATIONAL AIRPORT, QUEENS, NY, 11430 US",,,
1439,BAKER & CO.,2122551234,,,2.0,4.6,"263 BLEECKER ST, MANHATTAN, NY, 10014 US",,,
1440,BAKER HOUSE MARKET,7184722450,,,,3.2,"4107 CRESCENT ST, QUEENS, NY, 11101 US",,,
1441,BAKER STREET PUB,2126889663,,,2.0,4.0,"1152 1 AVENUE, MANHATTAN, NY, 10065 US",,,
1442,BAKER'S DOZEN,7183492222,,,1.0,3.9,"788 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
1443,BAKER'S DOZEN BAGEL,7188471930,,,,4.5,"8109 LEFFERTS BOULEVARD, QUEENS, NY, 11415 US",,,
1444,BAKER'S PIZZA,2127777477,,,,4.6,"201 AVENUE A, MANHATTAN, NY, 10009 US",,,
1445,BAKER'S TREAT,7188262253,,,,,"1625 NOSTRAND AVE, BROOKLYN, NY, 11226 US",,,
1446,BAKERI,7183491626,,,1.0,4.4,"105 FREEMAN ST, BROOKLYN, NY, 11222 US",,,
1447,BAKERITA,2123881276,,,,,"627 E 6TH ST, MANHATTAN, NY, 10009 US",,,
1448,BAKERY AND TANDOORI,3473011836,,,,,"3381 SHORE PKWY, BROOKLYN, NY, 11235 US",,,
1449,BAKERY DE PARIS,7183536808,,,,4.7,"4235 162 STREET, QUEENS, NY, 11358 US",,,
1450,BAKERY MOCANA,2127401190,,,,,"1540 SAINT NICHOLAS AVE, MANHATTAN, NY, 10040 US",,,
1451,BAKERY ON 3RD CAFE,2125340008,,,,4.2,"1885 3RD AVE, MANHATTAN, NY, 10029 US",,,
1452,BAKERY RZESZOWSKA,7183838142,,,,4.7,"948 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
1453,BAKERY ST MARC,3478744270,,,,,"1121 FLATBUSH AVENUE, BROOKLYN, NY, 11226 US",,,
1454,BAKEWAY,7189569144,,,,3.0,"2910 30 AVENUE, QUEENS, NY, 11102 US",,,
1455,BAKEWAY NYC,7185452120,,,,4.0,"2521 BROADWAY, QUEENS, NY, 11106 US",,,
1456,BAKEWELL BAKERY & RESTAURANT,7183225600,,,,3.4,"127-08 LIBERTY AVE, QUEENS, NY, 11419 US",,,
1457,BAKHTER AFGHAN HALAL KABAB,7187625572,,,1.0,4.1,"6816 FRESH MEADOW LN, QUEENS, NY, 11365 US",,,
1458,BAKHTER HALAL KABABS & GYRO KING,7188462513,,,,,"11023 JAMAICA AVE, QUEENS, NY, 11418 US",,,
1459,BAKU PALACE,7186154700,,,2.0,3.7,"2001 EMMONS AVENUE, BROOKLYN, NY, 11235 US",,,
1460,BALABOOSTA,2129667366,,,3.0,4.2,"214 MULBERRY STREET, MANHATTAN, NY, 10012 US",,,
1461,BALADE,2125296868,,,2.0,4.3,"208 1 AVENUE, MANHATTAN, NY, 10009 US",,,
1462,BALADE EASTERN MEDITERRANEAN,2126956969,,,,4.4,"144 W 37TH ST, MANHATTAN, NY, 10018 US",,,
1463,BALBOA RESTAURANT,7184673765,,,1.0,4.3,"1655 BEDFORD AVENUE, BROOKLYN, NY, 11225 US",,,
1464,BALDOR SPECIALTY FOODS,7188609100,,,,3.8,"155 FOOD CENTER DRIVE, BRONX, NY, 10474 US",,,
1465,BALDUCCI'S,6463504194,,,1.0,4.1,"301 WEST   56 STREET, MANHATTAN, NY, 10019 US",,,
1466,BALI NUSA INDONESIAN RESTAURANT,2122652200,,,2.0,4.1,"651 NINTH AVENUE, MANHATTAN, NY, 10036 US",,,
1467,BALIMAYA RESTAURANT,7184011122,,,,,"2535 3 AVENUE, BRONX, NY, 10451 US",,,
1468,BALKH SHISH KABAB HOUSE,7187215020,,,2.0,4.0,"2310 31ST ST, QUEENS, NY, 11105 US",,,
1469,BALLATO'S RESTAURANT,2122748881,,,,,"55 EAST HOUSTON STREET, MANHATTAN, NY, 10012 US",,,
1470,BALLFIELDS CAFE,3107393069,,,,,"0 SOUTH OF 65 STREET, MANHATTAN, NY, 10023 US",,,
1471,BALLY TOTAL FITNESS JUICE BAR,2124651750,,,,,"139 W 32ND ST, MANHATTAN, NY, 10001 US",,,
1472,BALON,6466412282,,,2.0,4.2,"245 EAST   81 STREET, MANHATTAN, NY, 10028 US",,,
1473,BALTHAZAR BAKERY,2129651785,,,3.0,4.3,"80 SPRING STREET, MANHATTAN, NY, 10012 US",,,
1474,BALTHAZAR RESTAURANT,2129651785,,,3.0,4.3,"80 SPRING STREET, MANHATTAN, NY, 10012 US",,,
1475,BALVANERA,2125333348,,,3.0,4.5,"152 STANTON ST, MANHATTAN, NY, 10002 US",,,
1476,BALZEM,6468377033,,,2.0,4.1,"202 MOTT ST, MANHATTAN, NY, 10012 US",,,
1477,BAM CINEMA CONCESSION STAND,7186364156,,,,4.7,"30 LAFAYETTE AVENUE, BROOKLYN, NY, 11217 US",,,
1478,BAM FISHER,7186237811,,,,4.5,"321 ASHLAND PL, BROOKLYN, NY, 11217 US",,,
1479,BAM SPORTSBAR & GRILL,7189670001,,,,,"3937 AMBOY RD, STATEN ISLAND, NY, 10308 US",,,
1480,BAMBINO PIZZA,3472952110,,,,,"5656 MYRTLE AVE, QUEENS, NY, 11385 US",,,
1481,BAMBINO PIZZA 11,7183864337,,,,3.5,"8001 MYRTLE AVE, QUEENS, NY, 11385 US",,,
1482,BAMBOO EXPRESS RESTAURANT & BAKERY,7184690117,,,2.0,4.1,"772 FLATBUSH AVENUE, BROOKLYN, NY, 11226 US",,,
1483,BAMBOO GARDEN,7188491611,,,2.0,3.6,"10704 ATLANTIC AVENUE, QUEENS, NY, 11416 US",,,
1484,BAMBOO GARDEN CHINESE RESTAURANT,7182061339,,,,3.9,"14610 LIBERTY AVENUE, QUEENS, NY, 11435 US",,,
1485,BAMBOO GARDEN RESTAURANT,7182723175,,,1.0,3.3,"9505 AVENUE L, BROOKLYN, NY, 11236 US",,,
1486,BAMBOO HOUSE,7185288288,,,,,"13458 SPRINGFIELD BLVD, QUEENS, NY, 11413 US",,,
1487,BAMBOO SUSHI,2123961919,,,2.0,4.5,"1280 1ST AVENUE, MANHATTAN, NY, 10065 US",,,
1488,BAMBOO TAVERN,6465237149,,,,4.5,"1370 ROCKAWAY PKWY, BROOKLYN, NY, 11236 US",,,
1489,BAMBOO TROPICAL,7183812440,,,,4.6,"5913 71ST AVE, QUEENS, NY, 11385 US",,,
1490,BAMBOO VILLAGE RESTAURANT,2124962868,,,,5.0,"96 BOWERY, MANHATTAN, NY, 10013 US",,,
1491,BAMBOO YA,7188061228,,,2.0,4.3,"9711 QUEENS BLVD, QUEENS, NY, 11374 US",,,
1492,BAMONTE'S RESTAURANT,7183848831,,,2.0,4.3,"32 WITHERS ST, BROOKLYN, NY, 11211 US",,,
1493,BANANA BOAT RESTAURANT,3477850724,,,,,"1138 FLATBUSH AVE, BROOKLYN, NY, 11226 US",,,
1494,BANC CAFE,2122520146,,,2.0,4.0,"431 3 AVENUE, MANHATTAN, NY, 10016 US",,,
1495,BANGAGAN,9178251153,,,,,"4103 162ND ST, QUEENS, NY, 11358 US",,,
1496,BANGIA,2126796790,,,,4.3,"11 E 32ND ST, MANHATTAN, NY, 10016 US",,,
1497,BANGKOK 2 THAI,2124734480,,,2.0,4.4,"349 1 AVENUE, MANHATTAN, NY, 10010 US",,,
1498,BANGKOK B.A.R.,9172447158,,,,3.8,"230 PARK AVE, MANHATTAN, NY, 10169 US",,,
1499,BANGKOK CUISINE,2129881112,,"[[u'restaurant', u'food', u'point_of_interest', u'establishment']]",,4.2,"1586 2ND AVE, MANHATTAN, NY, 10028 US",,,
1500,BANGKOK GRAND PALACE,2129808834,,,2.0,3.5,"882 FIRST AVENUE, MANHATTAN, NY, 10022 US",,,
1501,BANGKOK HOUSE,2125415943,,,2.0,3.7,"360 WEST   46 STREET, MANHATTAN, NY, 10036 US",,,
1502,BANGKOK TASTY,7185458203,,,2.0,4.2,"2906 23 AVENUE, QUEENS, NY, 11105 US",,,
1503,BANGKOK THAI CUISINE,7183531888,,,2.0,3.5,"3804 PRINCE ST, QUEENS, NY, 11354 US",,,
1504,BANH MI PLACE,7185522660,,,,4.6,"824B WASHINGTON AVE, BROOKLYN, NY, 11238 US",,,
1505,BANH MI SAIGON BAKERY,2129411541,,,1.0,4.4,"198 GRAND STREET, MANHATTAN, NY, 10013 US",,,
1506,BANH MI ZON,6465246384,,,1.0,4.4,"443 E 6TH ST, MANHATTAN, NY, 10009 US",,,
1507,BANHDEGA,6464230419,,,,4.4,"172 BEDFORD AVE, BROOKLYN, NY, 11249 US",,,
1508,BANHMIGOS,7183993812,,,1.0,4.3,"178 LINCOLN PLACE, BROOKLYN, NY, 11217 US",,,
1509,BANI RESTAURANT,9177377301,,,,3.2,"1430 WATSON AVE, BRONX, NY, 10472 US",,,
1510,BANK OF AMERICA CAFE,6468550762,,,,3.7,"1 BRYANT PARK, MANHATTAN, NY, 10036 US",,,
1511,BANK OF AMERICA CONFERENCE CENTER,6468550964,,,,3.8,"250 VESEY ST, MANHATTAN, NY, 10281 US",,,
1512,BANK OF AMERICA EXECUTIVE DINNING ROOM,6468554206,,,,,"1 BRYANT PARK, MANHATTAN, NY, 10036 US",,,
1513,BANK OF NEW YORK EMPL DINING ROOM,2126358554,,,,,"225 LIBERTY ST, MANHATTAN, NY, 10281 US",,,
1514,BANK OF NOVA SCOTIA CAFE,2122255223,,,,,"250 VESEY ST, MANHATTAN, NY, 10281 US",,,
1515,BANK OF TOKYO DINING SERVICE,2127824787,,,,,"1251 AVENUE OF THE AMERICAS, MANHATTAN, NY, 10020 US",,,
1516,BANKOK CUISINE,7182614005,,,2.0,4.2,"10718 70TH ROAD, QUEENS, NY, 11375 US",,,
1517,BANN,2125824446,,,3.0,3.9,"350 WEST   50 STREET, MANHATTAN, NY, 10019 US",,,
1518,BANQUET KITCHEN (MARRIOTT),2123856511,,,,,"85 WEST STREET, MANHATTAN, NY, 10006 US",,,
1519,BANSHEE PUB,2127178177,,,,4.4,"1373 FIRST AVENUE, MANHATTAN, NY, 10021 US",,,
1520,BANTAM BAGELS,6468526320,,,,3.7,"283 BLEECKER ST, MANHATTAN, NY, 10014 US",,,
1521,BANTER,7182688436,,,,,"10822 QUEENS BOULEVARD, QUEENS, NY, 11375 US",,,
1522,BANTRY BAY PUBLICK HOUSE,7187849500,,,2.0,4.6,"3301 GREENPOINT AVENUE, QUEENS, NY, 11101 US",,,
1523,BANY TEN 57 ASIAN FUSION,7183832388,,,2.0,3.9,"1057 JACKSON AVENUE, QUEENS, NY, 11101 US",,,
1524,BAO BAO CAFE,3478605005,,,,4.3,"61 LEXINGTON AVE, MANHATTAN, NY, 10010 US",,,
1525,BAO BAO TEA,9178861963,,,,,"5411A 7TH AVE, BROOKLYN, NY, 11220 US",,,
1526,BAO DING,7188880038,,,,,"4205 162 STREET, QUEENS, NY, 11358 US",,,
1527,BAOBURG,7183490011,,,2.0,4.2,"614 MANHATTAN AVE, BROOKLYN, NY, 11222 US",,,
1528,BAOGUETTE PHO SURE,2129290877,,,1.0,4.4,"120 CHRISTOPHER STREET, MANHATTAN, NY, 10014 US",,,
1529,BAOHAUS,6466698889,,,1.0,4.2,"238 EAST   14 STREET, MANHATTAN, NY, 10003 US",,,
1530,BAOSHOPTE,6467564181,,,,,"34 CANAL ST, MANHATTAN, NY, 10002 US",,,
1531,BAR,2124656270,,,3.0,4.8,"4 PENN PLZ, MANHATTAN, NY, 10121 US",,,
1532,BAR & GRILL 43,7183613090,,,2.0,4.3,"4306 43 STREET, QUEENS, NY, 11104 US",,,
1533,BAR & RESTAURANT EL SALVADORENO,3478794891,,,,,"451455 MORRIS PK AVE, BRONX, NY, 10460 US",,,
1534,BAR (GARDEN BAR 6TH FLOOR),2124656273,,,3.0,4.8,"4 PENN PLAZA, MANHATTAN, NY, 10121 US",,,
1535,BAR 13,2129796677,,,,3.5,"35 EAST   13 STREET, MANHATTAN, NY, 10003 US",,,
1536,BAR 245,7185992455,,,,4.3,"245 S 1ST ST, BROOKLYN, NY, 11211 US",,,
1537,BAR 360,7182153308,,,,,"11000 ROCKAWAY BOULEVARD, QUEENS, NY, 11420 US",,,
1538,BAR 483,3476937918,,,,4.1,"483 39 STREET, BROOKLYN, NY, 11232 US",,,
1539,BAR 515,2125323300,,,1.0,3.9,"515 3 AVENUE, MANHATTAN, NY, 10016 US",,,
1540,BAR 58,2127578550,,,,,"538 W 58TH ST, MANHATTAN, NY, 10019 US",,,
1541,BAR 718,7184992661,,,,4.7,"718 5 AVENUE, BROOKLYN, NY, 11215 US",,,
1542,BAR 9,2123999336,,,,3.7,"807 9TH AVE, MANHATTAN, NY, 10019 US",,,
1543,BAR AMERICAIN,2122659700,,,3.0,4.1,"152 WEST   52 STREET, MANHATTAN, NY, 10019 US",,,
1544,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,2123826688,,,,3.4,"42 WEST   44 STREET, MANHATTAN, NY, 10036 US",,,
1545,BAR AT THE GARDEN,2124656273,,,3.0,4.8,"4 PENN PLZ, MANHATTAN, NY, 10121 US",,,
1546,BAR BACON,6463620622,,,,4.1,"836 9TH AVE, MANHATTAN, NY, 10019 US",,,
1547,BAR BOLINAS,7189359333,,,3.0,4.6,"455 MYRTLE AVE, BROOKLYN, NY, 11205 US",,,
1548,BAR BOLONAT,2123901545,,,2.0,4.3,"611 HUDSON ST, MANHATTAN, NY, 10014 US",,,
1549,BAR BOULUD,2125950303,,,3.0,4.0,"1900 BROADWAY, MANHATTAN, NY, 10025 US",,,
1550,BAR BRACE,6464775291,,,,,"0 LAGUARDIA AIRPORT, QUEENS, NY, 11369 US",,,
1551,BAR BRUNO,3477630850,,,2.0,4.2,"520 HENRY STREET, BROOKLYN, NY, 11231 US",,,
